Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
1,1,1996-11-03,18-072,LAL,,MIN,W (+6),0,6:00,0,1,.000,0,0,,0,0,,0,1,1,0,0,1,1,1,0,-1.1
2,2,1996-11-05,18-074,LAL,@,NYK,W (+6),0,3:00,0,1,.000,0,0,,1,2,.500,0,0,0,0,0,0,1,0,1,-1.1
3,3,1996-11-06,18-075,LAL,@,CHH,L (-10),0,7:00,2,3,.667,1,2,.500,0,0,,0,0,0,0,0,0,3,0,5,0.7
4,4,1996-11-08,18-077,LAL,@,TOR,L (-1),0,17:00,3,8,.375,2,3,.667,2,4,.500,0,3,3,0,0,1,0,3,10,5.2
5,5,1996-11-10,18-079,LAL,,ATL,W (+7),0,8:00,0,3,.000,0,0,,2,2,1.000,1,2,3,1,0,0,0,0,2,1.9
6,6,1996-11-12,18-081,LAL,@,HOU,W (+11),0,5:00,1,2,.500,0,1,.000,0,0,,0,1,1,0,0,0,2,0,2,-0.7
7,7,1996-11-13,18-082,LAL,@,SAS,L (-12),0,6:00,2,2,1.000,1,1,1.000,1,1,1.000,0,0,0,0,1,0,0,2,6,5.6
8,8,1996-11-15,18-084,LAL,,LAC,W (+7),0,7:00,1,4,.250,0,2,.000,2,3,.667,0,0,0,0,0,0,1,4,4,-1.4
9,9,1996-11-17,18-086,LAL,@,PHO,W (+14),0,14:00,5,8,.625,4,6,.667,2,2,1.000,2,0,2,2,0,0,4,2,16,10.4
10,10,1996-11-19,18-088,LAL,@,GSW,W (+3),0,8:00,0,2,.000,0,1,.000,3,4,.750,0,2,2,1,0,0,1,2,3,0.7
11,11,1996-11-20,18-089,LAL,,UTA,L (-16),0,21:00,4,5,.800,3,3,1.000,0,0,,0,1,1,1,0,1,2,1,11,8.4
12,12,1996-11-26,18-095,LAL,@,PHI,W (+12),0,21:00,4,10,.400,2,5,.400,2,2,1.000,0,1,1,1,0,0,3,1,12,4.2
13,13,1996-11-27,18-096,LAL,@,BOS,L (-16),0,20:00,1,7,.143,0,3,.000,0,0,,1,3,4,1,0,1,2,3,2,-2.7
14,14,1996-11-29,18-098,LAL,@,DET,W (+8),0,7:00,0,1,.000,0,0,,1,2,.500,1,0,1,0,0,1,0,1,1,0.9
15,15,1996-12-01,18-100,LAL,,DEN,W (+8),0,3:00,1,2,.500,0,0,,0,0,,0,1,1,0,0,0,1,0,2,0.3
16,16,1996-12-04,18-103,LAL,@,UTA,L (-26),0,13:00,2,6,.333,0,0,,4,6,.667,1,2,3,2,0,0,1,1,8,5.1
17,17,1996-12-08,18-107,LAL,,MIN,W (+24),0,22:00,3,10,.300,0,3,.000,5,6,.833,2,1,3,3,2,2,3,2,11,8.2
18,18,1996-12-10,18-109,LAL,@,SAC,W (+2),0,6:00,0,1,.000,0,1,.000,0,0,,0,1,1,1,1,0,1,0,0,0.3
19,19,1996-12-17,18-116,LAL,@,CHI,L (-6),0,10:00,2,5,.400,1,2,.500,0,2,.000,0,1,1,0,0,1,0,1,5,2.1
20,20,1996-12-18,18-117,LAL,@,MIL,W (+6),0,8:00,0,0,,0,0,,0,0,,2,1,3,1,0,1,1,0,0,2.1
21,21,1996-12-21,18-120,LAL,@,MIN,L (-15),0,11:00,2,3,.667,1,2,.500,0,0,,0,1,1,0,0,1,3,2,5,0.9
22,22,1996-12-25,18-124,LAL,@,PHO,W (+21),0,5:00,0,2,.000,0,1,.000,0,0,,0,1,1,0,0,0,0,1,0,-1.5
23,23,1996-12-29,18-128,LAL,,PHI,W (+13),0,7:00,0,1,.000,0,0,,0,0,,0,1,1,0,1,0,1,3,0,-1.6
24,24,1997-01-02,18-132,LAL,@,SAC,W (+7),0,10:00,2,3,.667,0,1,.000,0,0,,0,1,1,2,1,0,0,3,4,4.2
25,25,1997-01-03,18-133,LAL,,SAC,W (+7),0,22:00,6,10,.600,0,2,.000,9,10,.900,2,3,5,1,2,2,0,1,21,22.0
